,veri,predetti
0,38.00000146580034,103.79311766601505
1,39.0000006392594,103.9443217194414
2,43.000001385859285,103.54876261255903
3,44.000000559318345,103.07100104672017
4,39.99999981271845,103.88441553985344
5,36.99999823957761,104.7954631363453
6,39.99999981271845,104.62065654715781
7,44.9999997327774,104.53117405814895
8,44.9999997327774,104.07781747527925
9,43.000001385859285,103.19233648514543
10,38.00000146580034,104.25464234077783
11,29.99999997260055,104.59294856179197
12,20.000000132482654,104.43271089812978
13,15.000000212423714,105.01951333718455
14,11.00000351858749,104.88716679314685
15,3.999997146083089,105.09306947813407
16,6.999998719223925,105.00914307482851
17,1.9999987991649846,104.46919818281073
18,13.00000186550561,104.99735383859012
19,3.999997146083089,104.62518145780308
20,6.999998719223925,105.11160175323766
21,11.00000351858749,104.73167212947529
22,10.00000029236476,104.54171808274762
23,10.00000029236476,104.95148769886762
24,5.00000037230582,104.88105243924704
25,3.999997146083089,104.44284002104702
26,4.5224686573419604e-07,104.1657209062405
27,3.0000020253877153,104.72886863020179
28,1.0000036784695965,104.76226694906774
29,5.00000037230582,104.71797454814052
30,10.00000029236476,105.59372409279288
31,18.999996906259923,104.33818879748867
32,28.999996746377818,103.89983503915543
33,33.0000015457414,104.51072887858986
34,31.999998319518667,104.38590477053197
35,21.000003358705385,104.02318546102131
36,15.000000212423714,104.53335799117534
37,10.00000029236476,105.28328138195069
38,3.0000020253877153,105.83649527554442
39,8.000001945446655,104.6665242066667
40,-1.000002773975865,104.23282530071411
41,4.5224686573419604e-07,104.45258666439226
42,1.0000036784695965,104.5445410859463
43,-11.00000261409376,104.6159001223875
44,-16.999997654848073,104.94452783714571
45,-9.999999387871028,104.34837263271557
46,-14.999999307929968,104.39506553622816
47,-9.999999387871028,104.64403795400082
48,-24.999999148047863,104.68437207130434
49,-23.000000801129758,104.67715156621847
50,-24.00000402735249,105.11020912231919
51,-34.0000038674704,104.73662384679528
52,-31.000002294329548,104.31039823706291
53,-21.999997574907027,104.69261083326404
54,1.9999987991649846,105.26677143592188
55,16.99999855934182,104.73749696406992
56,21.000003358705385,104.2892552222582
57,18.00000178556455,103.98316847247551
58,13.999996986200983,103.60703198221698
59,6.000003598528551,104.32180929979071
60,3.999997146083089,103.4660695158999
61,6.999998719223925,102.51224727847783
62,8.99999706614203,102.89845248014504
63,-3.0000011208939696,103.20607814028519
64,-19.999999227988923,103.03008409134036
65,-19.999999227988923,103.2828676267557
66,-21.000002454211653,102.89162116702101
67,-3.9999962415893435,102.92091720250387
68,-1.000002773975865,102.80682899207498
69,3.0000020253877153,103.1389281522202
70,1.9999987991649846,102.86155890590548
71,1.9999987991649846,102.465739282308
72,-3.0000011208939696,102.32877689374003
73,1.0000036784695965,102.06244978200964
74,1.9999987991649846,101.74501478733613
75,3.999997146083089,101.55741830922864
76,5.00000037230582,101.9738440830925
77,5.00000037230582,102.15916164152492
78,8.000001945446655,102.12394021224868
79,6.000003598528551,101.96098897000708
80,11.00000351858749,102.27966664334302
81,13.00000186550561,102.3488670765308
82,11.00000351858749,102.71592069014503
83,8.99999706614203,102.96989092542452
84,8.000001945446655,102.45523515210176
85,5.00000037230582,102.11225672781248
86,3.999997146083089,101.98389924307264
87,3.999997146083089,102.45250168965056
88,3.999997146083089,102.84829876975009
89,1.9999987991649846,102.34218748874692
90,-3.0000011208939696,102.5563918801797
91,-1.999997894671239,102.68000307205843
92,-3.0000011208939696,102.77824611635039
93,-4.999999467812074,102.79208326473427
94,-4.999999467812074,102.21225094595947
95,-6.000002694034805,101.98697047804656
96,-6.999997814730179,102.02981566239451
97,-6.999997814730179,101.99171373133491
